Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Recovered,Fatalities,RecentCases,StillSick,Tested,Positive,Hospital,Severe,ICU,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2020/06/05,Colombia,CO,Meta,COMET,en,100,1,1,,,,,,,,,Y,N,N,limesurvey-13693,kfb61cy92fkb2ojxu8,
2020/06/05,Colombia,CO,Antioquia,COANT,en,10,0,0,,,,,,,,,Y,N,N,limesurvey-13711,hz9dwezs5qkb2ovx8b,
2020/06/06,Colombia,CO,Nariño,CONAR,en,50,0,0,,,,,,,,,Y,N,N,limesurvey-14067,lrd9pztknvkb45whb6,
2020/06/06,Colombia,CO,Risaralda,CORIS,en,3,0,0,,,,,,,,,Y,N,N,limesurvey-14039,yxkw307bthkb40dijq,
2020/06/09,Colombia,CO,Antioquia,COANT,en,10,0,0,,,,,,,,,N,N,N,limesurvey-14663,hz9dwezs5qkb2ovx8b,
2020/06/09,Colombia,CO,"Distrito Capital de Bogotá",CODC,en,10,0,0,,,,,,,,,Y,N,N,limesurvey-14801,6t8n6872u9kb86qts6,
2020/06/09,Colombia,CO,Meta,COMET,en,100,2,1,,,,,,,,,N,N,N,limesurvey-14762,kfb61cy92fkb2ojxu8,
2020/06/10,Colombia,CO,Cundinamarca,COCUN,en,15,0,0,,,,,,,,,Y,N,N,limesurvey-14984,4jgfa1f3gbkb8p930c,
2020/06/30,Colombia,CO,Nariño,CONAR,en,50,0,0,,0,0,,,,,,N,N,N,limesurvey-22412,p82phud9z4kc2edce6,
2020/07/04,Colombia,CO,Cundinamarca,COCUN,en,4,0,0,,0,0,,,,,,N,N,N,limesurvey-22691,neroa0mo9fkc7yk01s,
