Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Recovered,Fatalities,RecentCases,StillSick,Tested,Positive,Hospital,Severe,ICU,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2020/04/08,Canada,CA,,,,1,0,,,,,,,,,,,,,world-g-sheet,,
2020/04/10,Canada,CA,Ontario,CAON,,15,0,,,,,,,,,,,,,CA-g-sheet,,
2020/04/10,Canada,CA,Ontario,CAON,,25,0,,,,,,,,,,,,,CA-g-sheet,,
2020/04/10,Canada,CA,Quebec,CAQC,,40,0,,,,,,,,,,,,,CA-g-sheet,,
2020/04/10,Canada,CA,"British Columbia",CABC,,25,2,,,,,,,,,,,,,CA-g-sheet,,
2020/04/10,Canada,CA,Ontario,CAON,,20,0,,,,,,,,,,,,,CA-g-sheet,,
2020/04/10,Canada,CA,Ontario,CAON,,50,0,,,,,,,,,,,,,CA-g-sheet,,
2020/04/10,Canada,CA,"British Columbia",CABC,,10,0,,,,,,,,,,,,,CA-g-sheet,,
2020/04/10,Canada,CA,Ontario,CAON,,6,0,,,,,,,,,,,,,CA-g-sheet,,
2020/04/11,Canada,CA,Ontario,CAON,,100,1,,,,,,,,,,,,,CA-g-sheet,,
2020/04/12,Canada,CA,Ontario,CAON,,100,0,,,,,,,,,,,,,CA-g-sheet,,
2020/04/12,Canada,CA,Alberta,CAAB,,20,0,,,,,,,,,,,,,CA-g-sheet,,
2020/04/12,Canada,CA,Alberta,CAAB,,30,1,,,,,,,,,,,,,CA-g-sheet,,
2020/04/13,Canada,CA,Ontario,CAON,,100,0,,,,,,,,,,,,,CA-g-sheet,,
2020/04/15,Canada,CA,Ontario,CAON,,12,0,,,,,,,,,,,,,CA-g-sheet,,
2020/04/15,Canada,CA,Alberta,CAAB,,30,0,,,,,,,,,,,,,CA-g-sheet,,
2020/04/15,Canada,CA,Ontario,CAON,,200,4,,,,,,,,,,,,,CA-g-sheet,,
2020/04/15,Canada,CA,Ontario,CAON,,100,3,,,,,,,,,,,,,CA-g-sheet,,
2020/04/16,Canada,CA,"British Columbia",CABC,,50,0,,,,,,,,,,,,,CA-g-sheet,,
2020/04/17,Canada,CA,Ontario,CAON,,50,0,,,,,,,,,,,,,CA-g-sheet,,
2020/04/18,Canada,CA,Ontario,CAON,,30,2,,,,,,,,,,,,,CA-g-sheet,,
2020/04/20,Canada,CA,Ontario,CAON,,50,0,,,,,,,,,,,,,CA-g-sheet,,
2020/04/23,Canada,CA,Ontario,CAON,,100,0,,,,,,,,,,,,,CA-g-sheet,,
2020/04/24,Canada,CA,Ontario,CAON,,50,0,,,,,,,,,,,,,CA-g-sheet,,
2020/04/25,Canada,CA,Quebec,CAQC,,50,2,,,,,,,,,,,,,CA-g-sheet,,
2020/05/09,Canada,CA,Alberta,CAAB,hi,20,0,0,,,,,,,,,Y,N,N,limesurvey-2447,p3xcunat4ek9yz62z7,
2020/05/16,Canada,CA,Alberta,CAAB,en,3,0,0,,,,,,,,,N,Y,N,limesurvey-7581,u2ds8w5248ka9n6btn,
2020/06/02,Canada,CA,"British Columbia",CABC,en,26,9,9,,,,,,,,,Y,N,N,limesurvey-12829,smsihvnbfrkaxatjki,
2020/06/02,Canada,CA,"British Columbia",CABC,en,10,1,1,,,,,,,,,Y,N,N,limesurvey-12828,60fa5rhkfikax9tfff,
2020/06/05,Canada,CA,Ontario,CAON,en,30,0,0,,,,,,,,,Y,N,N,limesurvey-13814,aou38db6hxkb2sn07l,
2020/06/05,Canada,CA,"British Columbia",CABC,en,20,1,1,,,,,,,,,Y,N,N,limesurvey-13751,srorbzemzqkb2pk9h3,
2020/06/05,Canada,CA,Ontario,CAON,en,6,2,2,,,,,,,,,Y,N,N,limesurvey-13825,eiuzbrqmskkb2u4pwq,
2020/06/05,Canada,CA,"British Columbia",CABC,en,100,4,4,,,,,,,,,Y,N,N,limesurvey-13707,4qqicradw9kb2otztf,
2020/06/05,Canada,CA,Ontario,CAON,en,9,0,,,,,,,,,,Y,N,N,limesurvey-13785,ro3o38aj0kkb2qp76l,
2020/06/05,Canada,CA,Quebec,CAQC,en,2,0,0,,,,,,,,,Y,N,N,limesurvey-13765,msoeo1wci1kb2pv1ef,
2020/06/05,Canada,CA,"British Columbia",CABC,en,25,0,0,,,,,,,,,Y,N,Y,limesurvey-13700,4nt0mgi5znkb2onv09,
2020/06/05,Canada,CA,"British Columbia",CABC,en,15,0,0,,,,,,,,,Y,N,N,limesurvey-13787,gb4azsd38hkb2qvbev,
2020/06/05,Canada,CA,"British Columbia",CABC,en,20,0,0,,,,,,,,,Y,N,N,limesurvey-13735,x8aazp9stakb2p7s7t,
2020/06/06,Canada,CA,Quebec,CAQC,en,50,5,5,,,,,,,,,Y,Y,N,limesurvey-13989,vqsytk1rckkb3n7ytq,
2020/06/06,Canada,CA,"British Columbia",CABC,en,200,4,4,,,,,,,,,Y,N,N,limesurvey-13856,j54y4dgkjpkb31mj7p,
2020/06/06,Canada,CA,"British Columbia",CABC,en,50,0,0,,,,,,,,,Y,N,N,limesurvey-14057,r0mx9cl54nkb43daw6,
2020/06/06,Canada,CA,Ontario,CAON,en,100,0,0,,,,,,,,,Y,N,N,limesurvey-13852,3z8aw36w19kb2yyw34,
2020/06/06,Canada,CA,Ontario,CAON,en,3,0,0,,,,,,,,,Y,N,N,limesurvey-13987,kvfxu4q9bjkb3mkdqo,
2020/06/06,Canada,CA,"British Columbia",CABC,en,15,2,2,,,,,,,,,Y,N,N,limesurvey-14043,g56hiqc7tykb40guoi,
2020/06/06,Canada,CA,"British Columbia",CABC,en,20,3,3,,,,,,,,,Y,N,N,limesurvey-13851,wcl7i1s5amkb2ywnz2,
2020/06/06,Canada,CA,Ontario,CAON,en,4,0,,,,,,,,,,Y,N,N,limesurvey-13843,chb2rk7powkb2wz21y,
2020/06/06,Canada,CA,"British Columbia",CABC,en,15,2,2,,,,,,,,,Y,N,N,limesurvey-14042,g56hiqc7tykb40guoi,
2020/06/06,Canada,CA,Ontario,CAON,en,20,0,0,,,,,,,,,Y,N,N,limesurvey-13995,0wag55bu46kb3of8fz,
2020/06/06,Canada,CA,"British Columbia",CABC,en,25,0,0,,,,,,,,,Y,N,N,limesurvey-13845,nl50l9jvookb2x11su,
2020/06/06,Canada,CA,Ontario,CAON,en,12,1,1,,,,,,,,,Y,N,N,limesurvey-13832,fv5vqgu549kb2vkdev,
2020/06/07,Canada,CA,"British Columbia",CABC,en,15,1,1,,,,,,,,,Y,N,N,limesurvey-14103,waruupigjckb4heddj,
2020/06/07,Canada,CA,Ontario,CAON,en,7,0,0,,,,,,,,,Y,N,N,limesurvey-14102,yna2ne16wokb4gt0k9,
2020/06/08,Canada,CA,Quebec,CAQC,en,40,1,1,,,,,,,,,Y,N,N,limesurvey-14282,pvp8u05148kb6d5chn,
2020/06/08,Canada,CA,"British Columbia",CABC,en,29,9,9,,,,,,,,,N,N,N,limesurvey-14550,smsihvnbfrkaxatjki,
2020/06/08,Canada,CA,"British Columbia",CABC,en,29,9,9,,,,,,,,,N,N,N,limesurvey-14552,smsihvnbfrkaxatjki,
2020/06/08,Canada,CA,"British Columbia",CABC,en,29,9,9,,,,,,,,,N,N,N,limesurvey-14551,smsihvnbfrkaxatjki,
2020/06/09,Canada,CA,"British Columbia",CABC,en,75,0,0,,,,,,,,,Y,N,N,limesurvey-14953,8wojy9ces8kb8jpr3d,
2020/06/09,Canada,CA,Quebec,CAQC,en,1,0,0,,,,,,,,,N,N,N,limesurvey-14696,g5amk9i1etkb84530b,
2020/06/09,Canada,CA,Ontario,CAON,en,20,0,0,,,,,,,,,N,N,N,limesurvey-14712,kvfxu4q9bjkb3mkdqo,
2020/06/09,Canada,CA,Ontario,CAON,en,4,0,,,,,,,,,,N,N,N,limesurvey-14640,chb2rk7powkb2wz21y,
2020/06/09,Canada,CA,"British Columbia",CABC,en,10,0,,,,,,,,,,Y,N,N,limesurvey-14750,8n69hec37akb85rwic,
2020/06/09,Canada,CA,"British Columbia",CABC,en,25,1,1,,,,,,,,,N,N,N,limesurvey-14844,nl50l9jvookb2x11su,
2020/06/09,Canada,CA,Ontario,CAON,en,19,0,,,,,,,,,,Y,N,N,limesurvey-14817,9tzddx6ywgkb873hha,
2020/06/09,Canada,CA,Ontario,CAON,en,10,1,1,,,,,,,,,N,N,N,limesurvey-14850,0wag55bu46kb3of8fz,
2020/06/09,Canada,CA,"British Columbia",CABC,en,15,0,,,,,,,,,,N,N,N,limesurvey-14776,gb4azsd38hkb2qvbev,
2020/06/09,Canada,CA,Ontario,CAON,en,34,4,4,,,,,,,,,Y,N,N,limesurvey-14853,7fgv3g2izxkb88roa6,
2020/06/09,Canada,CA,"British Columbia",CABC,en,21,5,2,,,,,,,,,Y,N,N,limesurvey-14753,ptjco2qsbtkb85tgoq,
2020/06/09,Canada,CA,"British Columbia",CABC,en,25,2,0,,,,,,,,,Y,N,N,limesurvey-14894,yzfxqzwtojkb8b5nbt,
2020/06/09,Canada,CA,Manitoba,CAMB,en,15,0,0,,,,,,,,,Y,N,N,limesurvey-14766,tedsrevstykb8645i4,
2020/06/09,Canada,CA,Ontario,CAON,en,30,0,,,,,,,,,,Y,N,N,limesurvey-14614,umn9re0topkb831gl2,
2020/06/09,Canada,CA,Quebec,CAQC,en,100,0,0,,,,,,,,,Y,N,N,limesurvey-14822,8ien68vhb9kb87ag0l,
2020/06/09,Canada,CA,Ontario,CAON,en,4,0,,,,,,,,,,Y,N,N,limesurvey-14574,9s1q32vj4tkb7iiwa8,
2020/06/10,Canada,CA,Alberta,CAAB,en,10,0,0,,,,,,,,,Y,N,N,limesurvey-14980,bmn1w51gn9kb8ohkra,
2020/06/10,Canada,CA,Alberta,CAAB,en,32,1,1,,,,,,,,,Y,N,N,limesurvey-14974,cuq38d0w53kb8o4ubj,
2020/06/10,Canada,CA,"British Columbia",CABC,en,3,0,,,,,,,,,,Y,N,N,limesurvey-15200,fpyvomiqqakb9mks09,
2020/06/10,Canada,CA,Quebec,CAQC,en,15,2,2,,,,,,,,,Y,N,N,limesurvey-15166,bg0ngp3zh4kb9hdlbn,
2020/06/11,Canada,CA,Ontario,CAON,en,100,0,0,,,,,,,,,Y,N,N,limesurvey-15250,75ioyxfycgvdeedjqw,
2020/06/12,Canada,CA,Ontario,CAON,en,150,0,0,,,,,,,,,N,N,N,limesurvey-15616,u68rt327hdxmt6jwtz,
2020/06/12,Canada,CA,Ontario,CAON,en,4,0,,,,,,,,,,N,N,N,limesurvey-15654,chb2rk7powkb2wz21y,
2020/06/13,Canada,CA,"British Columbia",CABC,en,15,0,,,0,0,,,,,,N,N,N,limesurvey-16046,gb4azsd38hkb2qvbev,
2020/06/14,Canada,CA,"British Columbia",CABC,en,50,2,2,,0,0,,,,,,Y,N,N,limesurvey-16119,0et9tjakl249md2l9j,
2020/06/14,Canada,CA,"British Columbia",CABC,en,50,2,2,,0,0,,,,,,Y,N,N,limesurvey-16120,0et9tjakl249md2l9j,
2020/06/16,Canada,CA,,,en,15,0,0,,0,0,,,,,,N,N,N,limesurvey-16568,jep82rxre504rsgzmw,
2020/06/16,Canada,CA,Quebec,CAQC,en,1,0,0,,0,0,,,,,,N,N,N,limesurvey-16566,jctkiba8dzeaf7si1b,
2020/06/17,Canada,CA,"British Columbia",CABC,en,15,0,0,,0,0,,,,,,N,N,N,limesurvey-16622,gb4azsd38hkb2qvbev,
2020/06/18,Canada,CA,"British Columbia",CABC,en,20,3,3,,0,0,,,,,,N,N,N,limesurvey-16781,yzfxqzwtojkb8b5nbt,
2020/06/21,Canada,CA,Quebec,CAQC,en,50,1,1,,0,0,,,,,,N,N,N,limesurvey-18220,4jeajvbwllxvw9v8qc,
2020/06/23,Canada,CA,"British Columbia",CABC,en,12,0,0,,0,0,,,,,,N,N,N,limesurvey-18728,jep82rxre504rsgzmw,
2020/06/23,Canada,CA,Quebec,CAQC,en,1,0,0,,0,0,,,,,,N,N,N,limesurvey-18819,i0lvmpcgplzjo22u94,
2020/06/24,Canada,CA,Ontario,CAON,en,16,0,,,,,,,,,,Y,N,N,limesurvey-19186,14vketo22g86ti19ux,
2020/07/02,Canada,CA,"British Columbia",CABC,en,12,0,0,,0,0,,,,,,N,N,N,limesurvey-22570,s3w0ktkztvfdbr80qi,
2020/07/04,Canada,CA,Ontario,CAON,en,2144,4,4,,0,0,,,,,,N,N,N,limesurvey-22660,4mx1yetb6c74b1fahh,
2020/07/04,Canada,CA,Ontario,CAON,en,16,0,,,,,,,,,,N,N,N,limesurvey-22702,ky4ts3uh1pc418rkqb,
2020/07/04,Canada,CA,"British Columbia",CABC,en,23,0,0,,0,0,,,,,,N,N,N,limesurvey-22733,ptjco2qsbtkb85tgoq,
2020/07/04,Canada,CA,Ontario,CAON,en,250,0,0,,0,0,,,,,,Y,Y,N,limesurvey-22677,gr49hwsez1tkzz9yj7,
2020/07/04,Canada,CA,Ontario,CAON,en,250,0,0,,0,0,,,,,,Y,Y,N,limesurvey-22676,gr49hwsez1tkzz9yj7,
2020/07/05,Canada,CA,Quebec,CAQC,en,20,0,0,,0,0,,,,,,Y,N,N,limesurvey-22757,vpsyte7ophm7h8hmo6,
2020/07/06,Canada,CA,"British Columbia",CABC,en,25,1,1,,0,0,,,,,,N,N,N,limesurvey-23020,nl50l9jvookb2x11su,
2020/07/06,Canada,CA,Quebec,CAQC,en,11,2,2,,0,0,,,,,,N,N,N,limesurvey-22897,vj1915i9yytvyimfh1,
2020/07/07,Canada,CA,Ontario,CAON,en,4,0,,,,,,,,,,N,N,N,limesurvey-23193,4cpx4bkvl7xqw0nfld,
2020/07/08,Canada,CA,Alberta,CAAB,en,32,1,1,,1,0,,,,,,N,N,N,limesurvey-23213,cuq38d0w53kb8o4ubj,
2020/07/09,Canada,CA,"British Columbia",CABC,en,20,3,3,,0,0,,,,,,N,N,N,limesurvey-23394,yzfxqzwtojkb8b5nbt,
2020/07/10,Canada,CA,Ontario,CAON,en,4,0,,,,,,,,,,N,N,N,limesurvey-23413,zso7pmciwxq2pyhqdz,
2020/07/10,Canada,CA,"British Columbia",CABC,en,15,1,0,,1,1,,,,,,N,N,N,limesurvey-23433,gb4azsd38hkb2qvbev,
2020/07/11,Canada,CA,Ontario,CAON,en,13,0,,,,,,,,,,N,N,N,limesurvey-23452,ky4ts3uh1pc418rkqb,
2020/07/12,Canada,CA,Ontario,CAON,en,5,0,,,,,,,,,,N,N,N,limesurvey-23488,0az4h9h2o5nry5yidr,
2020/07/13,Canada,CA,Ontario,CAON,en,5,0,,,,,,,,,,N,N,N,limesurvey-23551,0az4h9h2o5nry5yidr,
2020/07/17,Canada,CA,Ontario,CAON,en,12,0,,,,,,,,,,N,N,N,limesurvey-23882,ky4ts3uh1pc418rkqb,
2020/07/18,Canada,CA,Ontario,CAON,en,35,5,5,,0,0,,,,,,N,N,N,limesurvey-23940,4mx1yetb6c74b1fahh,
2020/07/19,Canada,CA,Ontario,CAON,en,5,0,,,,,,,,,,N,N,N,limesurvey-23967,0az4h9h2o5nry5yidr,
2020/07/20,Canada,CA,Ontario,CAON,en,12,1,1,,0,0,,,,,,N,N,N,limesurvey-24010,ky4ts3uh1pc418rkqb,
