"","countriesAndTerritories","geoId","date","cases","deaths","cum_cases","cum_deaths","cum_deaths_400","est_ccfr","sample_size","mean_cases","mean_reach","dunbar_reach","cases_p_reach","cases_p_reach_low","cases_p_reach_high","cases_p_reach_error","cases_p_reach_prop","cases_p_reach_prop_median","estimated_cases","estimate_cases_low","estimate_cases_high","estimate_cases_error","prop_cases","dunbar_cases","survey_twitter"
"15","Spain","ES","2020/02/05",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Spain","ES","2020/02/06",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Spain","ES","2020/02/07",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Spain","ES","2020/02/08",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Spain","ES","2020/02/09",1,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Spain","ES","2020/02/10",0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Spain","ES","2020/02/11",0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Spain","ES","2020/02/12",0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Spain","ES","2020/02/13",0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Spain","ES","2020/02/14",0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Spain","ES","2020/02/15",0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Spain","ES","2020/02/16",0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Spain","ES","2020/02/17",0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Spain","ES","2020/02/18",0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Spain","ES","2020/02/19",0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Spain","ES","2020/02/20",0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Spain","ES","2020/02/21",0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Spain","ES","2020/02/22",0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Spain","ES","2020/02/23",0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Spain","ES","2020/02/24",0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Spain","ES","2020/02/25",4,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Spain","ES","2020/02/26",7,0,13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Spain","ES","2020/02/27",2,0,15,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Spain","ES","2020/02/28",17,0,32,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Spain","ES","2020/02/29",13,0,45,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Spain","ES","2020/03/01",39,0,84,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Spain","ES","2020/03/02",36,0,120,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Spain","ES","2020/03/03",45,1,165,1,400,822.160958793692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Spain","ES","2020/03/04",57,1,222,2,800,1425.25513769944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Spain","ES","2020/03/05",37,1,259,3,1200,1668.61010834672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Spain","ES","2020/03/06",141,2,400,5,2000,3007.10195062328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Spain","ES","2020/03/07",100,5,500,10,4000,5405.64495561275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Spain","ES","2020/03/08",173,7,673,17,6800,8971.77105632868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Spain","ES","2020/03/09",400,11,1073,28,11200,17308.6720848419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Spain","ES","2020/03/10",622,7,1695,35,14000,24899.6175311131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Spain","ES","2020/03/11",582,19,2277,54,21600,36435.3949914033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Spain","ES","2020/03/12",0,1,2277,55,22000,25766.7218563438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Spain","ES","2020/03/13",2955,78,5232,133,53200,102770.736060224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Spain","ES","2020/03/14",1159,62,6391,195,78000,131421.73991358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153006.340427822
"54","Spain","ES","2020/03/15",1407,94,7798,289,115600,164187.826494083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Spain","ES","2020/03/16",2144,53,9942,342,136800,174816.091388556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242501.44856
"56","Spain","ES","2020/03/17",1806,191,11748,533,213200,234583.867914352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Spain","ES","2020/03/18",2162,90,13910,623,249200,243576.109498289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301724.16736
"58","Spain","ES","2020/03/19",4053,207,17963,830,332000,323390.16383457,77,1.75324675324675,64.1298701298701,11550,0.0273390036452005,0.0227907503776445,0.0318872569127565,0.004548253267556,0.0309389461113599,0.01,1278229.18286756,1065576.58831394,1490881.77742118,212652.594553622,1446543.71168533,546484.476623377,NA
"59","Spain","ES","2020/03/20",2447,213,20410,1043,417200,362690.432361358,67,0.895522388059702,34.1641791044776,10050,0.0262123197903014,0.0196673136030853,0.0327573259775176,0.00654500618721619,0.0225373134328358,0,1225551.32372215,919540.979705199,1531561.6677391,306010.34401695,1053727.19895522,279133.032835821,NA
"60","Spain","ES","2020/03/21",4964,332,25374,1375,550000,472830.643178823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Spain","ES","2020/03/22",3394,397,28768,1772,708800,556394.694279622,159,3.22641509433962,82.5911949685535,23850,0.0390648796832166,0.0357511053281263,0.0423786540383068,0.00331377435509023,0.0392280622941,0.0266666666666667,1826469.9725099,1671535.17162669,1981404.77339311,154934.800883209,1834099.54007113,1005668.91735849,NA
"62","Spain","ES","2020/03/23",6368,539,35136,2311,924400,721167.282314536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Spain","ES","2020/03/24",4749,497,39885,2808,1123200,817296.359793962,100,4.09,85.44,15000,0.0478698501872659,0.0433429943499326,0.0523967060245993,0.00452685583733334,0.0513376984126984,0.0333333333333333,2238144.45774813,2026492.29540132,2449796.62009493,211652.162346804,2400282.94900516,1274847.08313333,NA
"64","Spain","ES","2020/03/25",9630,839,49515,3647,1458800,1091092.87846442,177,3.09604519774011,76.3220338983051,26550,0.0405655488933304,0.0372387785365171,0.0438923192501436,0.00332677035681323,0.0419192123005682,0.02,1896633.43578355,1741091.00965992,2052175.86190719,155542.426123635,1959923.674644,965032.809190207,NA
"65","Spain","ES","2020/03/26",8271,718,57786,4365,1746000,1268821.19665287,44,3.34090909090909,73.2272727272727,6600,0.0456238361266294,0.0384187195107874,0.0528289527424715,0.00720511661584205,0.061392577017577,0.02,2133132.55772812,1796258.89386473,2470006.22159151,336873.663863389,2870396.6162676,1041356.53045455,NA
"66","Spain","ES","2020/03/27",7933,773,65719,5138,2055200,1416689.99701172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Spain","ES","2020/03/28",7516,844,73235,5982,2392800,1540424.09110001,120,3.86666666666667,80.1083333333333,18000,0.0482679704566733,0.04398341782963,0.0525525230837165,0.00428455262704324,0.0521095848595849,0.0366666666666667,2256758.48455217,2056435.15622268,2457081.81288166,200323.328329487,2436372.33232998,1205234.40622222,NA
"68","Spain","ES","2020/03/29",6875,821,80110,6803,2721200,1619652.13657619,110,4.50909090909091,82.6272727272727,16500,0.0545714600066014,0.0499017793677289,0.0592411406454739,0.00466968063887249,0.0556208026006788,0.04,2551476.77060183,2333146.86565204,2769806.67555161,218329.904949785,2600538.55588057,1405477.11321212,NA
"69","Spain","ES","2020/03/30",7846,913,87956,7716,3086400,1723539.82087333,82,3.92682926829268,80.0609756097561,12300,0.0490479817212491,0.0438237720515682,0.0542721913909299,0.00522420966968089,0.0496334574480199,0.04,2293227.74196497,2048970.95251253,2537484.5314174,244256.789452431,2320601.5325219,1223987.00211382,NA
"70","Spain","ES","2020/03/31",7967,748,95923,8464,3385600,1782404.23032274,89,4.30337078651685,69.7640449438202,13350,0.0616846513126107,0.0557005322151554,0.0676687704100661,0.00598411909745534,0.0676628240673185,0.06,2884052.48655178,2604266.2967041,3163838.67639946,279786.18984768,3163560.65643465,1341354.44861423,NA
"71","Spain","ES","2020/04/01",8195,923,104118,9387,3754800,1874405.76264707,126,5.31746031746032,80.2857142857143,18900,0.0662317121391855,0.0613855690629819,0.071077855215389,0.00484614307620351,0.0656982254181134,0.05,3096649.32878608,2870068.96087123,3323229.69670093,226580.367914848,3071706.27290898,1657444.68835979,NA
"72","Spain","ES","2020/04/02",7947,961,112065,10348,4139200,1961083.31577861,102,5.2843137254902,80.9803921568627,15300,0.0652542372881356,0.0599281389731791,0.0705803356030921,0.00532609831495653,0.0623211102622867,0.045,3050947.70423729,2801927.13328483,3299968.27518975,249020.570952458,2913809.98663229,1647112.94359477,NA
"73","Spain","ES","2020/04/03",7134,850,119199,11198,4479200,2007230.30210444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Spain","ES","2020/04/04",6969,749,126168,11947,4778800,2031807.98155489,73,5.12328767123288,78.027397260274,10950,0.0656601123595506,0.0592278114006269,0.0720924133184742,0.00643230095892362,0.0595026760934848,0.05,3069924.3051264,2769183.46960124,3370665.14065157,300740.835525166,2782034.70867017,1596921.35543379,NA
"75","Spain","ES","2020/04/05",5478,694,131646,12641,5056400,2026459.14405781,43,5.81395348837209,87.8139534883721,6450,0.0662076271186441,0.0582769317010117,0.0741383225362765,0.0079306954176324,0.0705076468479161,0.06,3095523.23887712,2724725.29558662,3466321.18216762,370797.943290497,3296569.72821495,1812200.89147287,NA
"76","Spain","ES","2020/04/06",5029,700,136675,13341,5336400,2021316.25529293,38,5.21052631578947,77.3947368421053,5700,0.0673240394423665,0.0582677341744463,0.0763803447102868,0.00905630526792022,0.0606353003721425,0.06,3147720.85481129,2724295.26722792,3571146.44239466,423425.587583367,2834990.31103934,1624113.51473684,NA
"77","Spain","ES","2020/04/07",5267,704,141942,14045,5618000,2027392.05715199,59,4.86440677966102,78.7796610169491,8850,0.0617469879518072,0.0548273574616716,0.0686666184419429,0.00691963049013563,0.0603824854895328,0.05,2886967.02259036,2563441.20058389,3210492.84459684,323525.822006475,2823170.00606375,1516228.5560452,NA
