"","date","region","cum_cases","cases","cum_deaths","deaths","cum_deaths_400","est_ccfr","est_ccfr_low","est_ccfr_high","sample_size","mean_cases","mean_reach","dunbar_reach","cases_p_reach","cases_p_reach_low","cases_p_reach_high","cases_p_reach_error","cases_p_reach_prop","cases_p_reach_prop_median","estimated_cases","estimate_cases_low","estimate_cases_high","estimate_cases_error","prop_cases","dunbar_cases","pop_cases_low","pop_cases_high","pop_cases_error","dunbar_cases_low","dunbar_cases_high","dunbar_cases_error"
"19","2020/03/15","arscentro",10,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020/03/16","arscentro",31,21,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020/03/17","arscentro",51,20,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020/03/18","arscentro",74,23,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020/03/19","arscentro",86,12,1,1,400,760.292467045501,136.566775228783,4232.68862047719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020/03/20","arscentro",106,20,2,1,800,1188.11170626693,517.495206153198,2727.77295283895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020/03/21","arscentro",137,31,4,2,1600,2102.48504251982,1425.30866879531,3101.39371968866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020/03/22","arscentro",180,43,4,0,1600,1989.7004616684,1311.90362008926,3017.68199015571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020/03/23","arscentro",238,58,5,1,2000,2433.44906192152,1735.71620164325,3411.66046117478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020/03/24","arscentro",293,55,6,1,2400,2694.15365680052,2022.28908566099,3589.23161773342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020/03/25","arscentro",365,72,10,4,4000,4237.54773072557,3588.40619201533,5004.11876730502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020/03/26","arscentro",435,70,13,3,5200,5041.73955644286,4433.94620717283,5732.84757354067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020/03/27","arscentro",520,85,18,5,7200,6503.42591641767,5932.21028901572,7129.64419495496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020/03/28","arscentro",647,127,28,10,11200,9964.57403419207,9412.09155144881,10549.4868106771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020/03/29","arscentro",709,62,28,0,11200,8741.27843638674,8232.13787902571,9281.9082752636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020/03/30","arscentro",784,75,34,6,13600,9510.57854610636,9047.81534618332,9997.01041863259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020/03/31","arscentro",911,127,40,6,16000,10731.9791000484,10281.0867693563,11202.6459836101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020/04/01","arscentro",1043,132,52,12,20800,13397.3911431682,12963.8876094308,13845.3907385365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020/04/02","arscentro",1161,118,55,3,22000,13367.4976632486,12948.3076445778,13800.2585883711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020/04/03","arscentro",1286,125,61,6,24400,14037.4457652277,13633.7361668443,14453.1096392281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020/04/04","arscentro",1372,86,66,5,26400,13974.5768703961,13596.6507026809,14363.0076977784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020/04/05","arscentro",1442,70,72,6,28800,13956.869287122,13605.8038720605,14316.9931104048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020/04/06","arscentro",1521,79,76,4,30400,13696.2736015753,13365.1081709114,14035.6447677308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020/04/07","arscentro",1766,245,88,12,35200,16425.4081721039,16079.1650365679,16779.1071866381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020/04/08","arscentro",1865,99,96,8,38400,17005.1784574286,16672.8318605904,17344.1498593001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020/04/09","arscentro",1905,40,104,8,41600,16965.4281643693,16655.8044876567,17280.8076015588,77,0.584415584415584,64.2727272727273,11550,0.00909274600929481,0.00644818617267326,0.0117373058459164,0.00264455983662155,0.00714285714285714,0,20585.9769650434,14598.6934949323,26573.2604351546,5987.28347011118,16171.4285714286,8820.77922077922,10859.5865401618,21483.2706026953,5311.84203126676,6248.60071011599,11392.9577314425,2572.17851066323
"45","2020/04/10","arscentro",2197,292,107,3,42800,18259.784422059,17932.1388399551,18593.4165531423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020/04/11","arscentro",2327,130,113,6,45200,18620.1750882629,18300.4743876828,18945.4608100718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020/04/12","arscentro",2426,99,120,7,48000,18822.969689273,18515.4131435416,19135.635007252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020/04/13","arscentro",2477,51,123,3,49200,18047.2493821967,17756.8516172322,18342.3963484111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020/04/14","arscentro",2549,72,131,8,52400,18224.9396784589,17946.8667634113,18507.3211197302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020/04/15","arscentro",2629,80,136,5,54400,18106.7162351724,17838.3626908823,18379.1067881265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020/04/16","arscentro",2756,127,146,10,58400,19033.5944488899,18768.3280147182,19302.6100865625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020/04/17","arscentro",2778,22,148,2,59200,18263.5758618615,18010.9096566091,18519.7865972067,31,0.580645161290323,56.7741935483871,4650,0.0102272727272727,0.0055268229453104,0.0149277225092351,0.00470044978196232,0.00752688172043011,0,23154.5454545455,12512.7271481828,33796.3637609082,10641.8183063627,17040.8602150538,8763.87096774194,7898.98894385494,26182.7314862526,9141.87127119882,4723.08718872233,12804.6547467615,4040.7837790196
"53","2020/04/18","arscentro",2863,85,157,9,62800,18838.2603206955,18590.4862612739,19089.3367135611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020/04/19","arscentro",2923,60,164,7,65600,19045.7952523469,18804.1991502111,19290.4953780096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020/04/20","arscentro",2952,29,164,0,65600,18310.0885358829,18076.8921452073,18546.2932178172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020/04/21","arscentro",2999,47,171,7,68400,18536.8624649435,18308.9019979549,18767.6612219898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020/04/22","arscentro",3053,54,175,4,70000,18529.2137582499,18305.4231533732,18755.7402864873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020/04/23","arscentro",3084,31,179,4,71600,18431.8759235118,18213.181033368,18653.1967939765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020/04/24","arscentro",3116,32,183,4,73200,18385.098345168,18170.737565322,18601.9879460797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020/04/25","arscentro",3183,67,188,5,75200,18683.5584200583,18470.4719554299,18899.1031782008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020/04/26","arscentro",3232,49,188,0,75200,18415.2268783569,18204.7506620917,18628.1365384212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020/04/27","arscentro",3252,20,191,3,76400,18305.9717875321,18099.2976234846,18515.0059442696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
