"","date","cod_ine","CCAA","cum_cases","cases","cum_deaths","deaths","population","cum_deaths_400","est_ccfr","est_ccfr_low","est_ccfr_high","sample_size","mean_cases","mean_reach","dunbar_reach","cases_p_reach","cases_p_reach_low","cases_p_reach_high","cases_p_reach_error","cases_p_reach_prop","cases_p_reach_prop_median","estimated_cases","estimate_cases_low","estimate_cases_high","estimate_cases_error","prop_cases","dunbar_cases","pop_cases_low","pop_cases_high","pop_cases_error","dunbar_cases_low","dunbar_cases_high","dunbar_cases_error"
"11","2020/03/07",15,"Navarra",3,0,0,0,649966,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020/03/08",15,"Navarra",3,0,0,0,649966,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020/03/09",15,"Navarra",3,0,0,0,649966,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020/03/10",15,"Navarra",12,9,0,0,649966,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020/03/11",15,"Navarra",46,34,0,0,649966,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020/03/12",15,"Navarra",73,27,0,0,649966,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020/03/13",15,"Navarra",130,57,0,0,649966,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020/03/14",15,"Navarra",146,16,0,0,649966,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020/03/15",15,"Navarra",183,37,0,0,649966,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020/03/16",15,"Navarra",274,91,1,1,649966,400,685.961903176545,103.184516188865,4560.21649360959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020/03/17",15,"Navarra",313,39,2,1,649966,800,1070.386272461,420.124895700047,2727.10992373793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020/03/18",15,"Navarra",386,73,3,1,649966,1200,1403.71051504337,753.190525194695,2616.07540739308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020/03/19",15,"Navarra",482,96,4,1,649966,1600,1726.27864425628,1081.42115060962,2755.66827589362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020/03/20",15,"Navarra",554,72,5,1,649966,2000,1884.81885950399,1294.89912074072,2743.48949369102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020/03/21",15,"Navarra",664,110,9,4,649966,3600,3162.48699175609,2575.38242806235,3883.43255900492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020/03/22",15,"Navarra",794,130,14,5,649966,5600,4673.04266368142,4101.35025036153,5324.42400759647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020/03/23",15,"Navarra",886,92,24,10,649966,9600,7207.78212373856,6691.0044922663,7764.47291334705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020/03/24",15,"Navarra",1014,128,31,7,649966,12400,8712.84686328415,8225.11983407083,9229.49476657882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020/03/25",15,"Navarra",1197,183,33,2,649966,13200,9089.05068173317,8602.12492137384,9603.53901509261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020/03/26",15,"Navarra",1411,214,49,16,649966,19600,13348.8601600178,12868.3160899317,13847.3492822522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020/03/27",15,"Navarra",1641,230,58,9,649966,23200,15505.4459605788,15027.9712100134,15998.0912311194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020/03/28",15,"Navarra",1829,188,70,12,649966,28000,17657.9031819288,17202.0281978753,18125.8594158613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020/03/29",15,"Navarra",2011,182,84,14,649966,33600,19822.2938258499,19389.9705282004,20264.2563044057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020/03/30",15,"Navarra",2146,135,102,18,649966,40800,22035.8487880058,21634.4653262063,22444.6791028233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020/03/31",15,"Navarra",2305,159,113,11,649966,45200,22740.8894580633,22360.3974093781,23127.8560875201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020/04/01",15,"Navarra",2497,192,130,17,649966,52000,24875.6613413167,24507.895582717,25248.9457970538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020/04/02",15,"Navarra",2682,185,141,11,649966,56400,25704.5852867164,25348.4564403754,26065.7175049786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020/04/03",15,"Navarra",2836,154,151,10,649966,60400,26040.7752704276,25698.6447885471,26387.4605943084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020/04/04",15,"Navarra",2972,136,171,20,649966,68400,27861.7232691671,27532.9905317877,28194.3809420706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020/04/05",15,"Navarra",3073,101,178,7,649966,71200,27244.0304955405,26931.0738685038,27560.6238825106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020/04/06",15,"Navarra",3231,158,187,9,649966,74800,27554.4018331777,27249.2228723755,27862.9986601904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020/04/07",15,"Navarra",3355,124,202,15,649966,80800,28506.6319000832,28210.1500898598,28806.2296619592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020/04/08",15,"Navarra",3467,112,206,4,649966,82400,27878.751023983,27591.7486065776,28168.7387682255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020/04/09",15,"Navarra",3575,108,214,8,649966,85600,27869.1394607575,27590.0999780574,28151.0010801286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020/04/10",15,"Navarra",3748,173,218,4,649966,87200,27921.22937728,27644.6185708138,28200.6079389988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020/04/11",15,"Navarra",3817,69,227,9,649966,90800,27895.9295917729,27627.94208037,28166.516547827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020/04/12",15,"Navarra",3969,152,232,5,649966,92800,28032.9814740254,27767.533731143,28300.9668028844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020/04/13",15,"Navarra",4092,123,239,7,649966,95600,28254.2717280143,27992.4778722578,28518.513956624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020/04/14",15,"Navarra",4150,58,249,10,649966,99600,28411.3820140791,28156.3360628922,28668.7382245651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020/04/15",15,"Navarra",4246,96,252,3,649966,100800,28078.9901452152,27828.5989599834,28331.6342554229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020/04/16",15,"Navarra",4348,102,261,9,649966,104400,28513.3419069669,28265.8017285157,28763.0499397227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
