"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","n_obs_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"3","BR","BRAM",3938336,0.1,0.1,0,0,100,1,0.1,0.1,0,0,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"4","BR","BRAP",766679,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"5","BR","BRBA",15203934,0.0736842105263158,0.1046875,0.012972972972973,0.023,1900,16,0.0736842105263158,0.1046875,0.012972972972973,0.023,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"6","BR","BRCE",8904459,0.186486486486486,0.153333333333333,0.0135135135135135,0.00933333333333333,370,5,0.186486486486486,0.153333333333333,0.0135135135135135,0.00933333333333333,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"7","BR","BRDF",2914830,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"8","BR","BRES",3929911,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"9","BR","BRFN",3061,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"10","BR","BRGO",6610681,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"11","BR","BRMA",6904241,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"12","BR","BRMG",20869101,0,0,0,0,40,3,0,0,0,0,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"13","BR","BRMS",2651235,0,0,0,0,60,3,0,0,0,0,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"15","BR","BRPA",8175113,0.15,0.15,0.01,0.01,100,1,0.15,0.15,0.01,0.01,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"16","BR","BRPB",3972202,0.05,0.05,0.025,0.025,200,1,0.05,0.05,0.025,0.025,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"17","BR","BRPE",9345173,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"18","BR","BRPI",3204028,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"19","BR","BRPR",11163018,0.0333333333333333,0.0476190476190476,0,0,30,3,0.0333333333333333,0.0476190476190476,0,0,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"20","BR","BRRJ",16550024,0.0517647058823529,0.0628869047619048,0.00470588235294118,0.00666666666666667,850,8,0.0517647058823529,0.0628869047619048,0.00470588235294118,0.00666666666666667,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"21","BR","BRRN",3442175,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"22","BR","BRRO",1768204,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"23","BR","BRRR",505665,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"24","BR","BRRS",11247972,0.0769230769230769,0.0166666666666667,0,0,130,6,0.0769230769230769,0.0166666666666667,0,0,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"25","BR","BRSC",6819190,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"26","BR","BRSE",2242937,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"27","BR","BRSP",44396484,0.0217096336499322,0.0139927676978224,0.0021291696238467,0.00149494949494949,1474,19,0.0217096336499322,0.0139927676978224,0.0021291696238467,0.00149494949494949,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
"28","BR","BRTO",1515126,0.0533333333333333,0.0675,0.01,0.015,300,2,0.0533333333333333,0.0675,0.01,0.015,204453710,NA,NA,NA,NA,0,0,0.0520788228540684,0.0488538138345303,5554,0.00461809097996646,0.00547346543622797,5554,NA,NA,NA,NA
